nome;tipologia;tel;email;web;link1;link2;tipoticket;datamodifica;abstract;descrizione;comune;codice_istat;provincia;datainizio;datafine;foto_con_autore
Fiera G.A.T.E.&#38  Gusto;semplice;0881 663821;info@solutiongroups.it;http://www.fieragate.it;https://www.facebook.com/fieragate/; ;gratis;13-gen-16;Fiera Nazionale Specializzata per il mondo ricettivo e della ristorazione in tutte le sue forme di espressione.;GATE&#38 Gusto  come realt&#224  ormai consolidata  si pone di rappresentare un volano di crescita economica orientato verso orizzonti internazionali sempre pi&#249  ampi. Gestione  Accoglienza  Agroalimentare  Cibo  Tecnologie  Arredamenti  Risparmio Energetico  Informatica  sono alcuni tra i tanti temi che saranno trattati. Innovazione  tecnologia  enogastronomia  agroalimentare  ci permettono di esaltare il nostro Territorio allo sviluppo dei micro territori. GATE e Gusto 2016  non smetter&#224  di stupire il Visitatore con il suo immenso programma di: percorsi formativi ed informativi sulle tecnologie applicate ai settori di riferimento  show culinari  corsi di cucina tipica delle Regioni d&#8217 Italia  corsi di degustazione degli olii  Vini ecc.  queste sono solo alcune delle tante attivit&#224  che contribuiranno ad orientare i Visitatori nei loro propositi di sviluppo della propria impresa. GATE e Gusto 2016  una Fiera Nazionale Specializzata nel Sud Italia  nata per essere sempre vicina  agli oltre 20mila Visitatori/Operatori che ogni anno visitano la fiera e che fanno di GATE e Gusto un punto di riferimento importante per la Loro vita imprenditoriale  una manifestazione in cui attingere nuove idee di impresa ed opportunit&#224  di sviluppo. Alla manifestazione esporr&#224  l&#8217 intera filiera per i settori: Turismo in tutte le sue forme di espressione: Hotel  Villaggi  Campeggi  B/B  Cibo: Ristorazione  Pasticceria  Gelateria  Pizzeria  Panetteria  Enoteche  Bar  Pub  Birrerie  Balneare ecc&#8230 ;Manfredonia;71029;FG;02-apr-16;06-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10769**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10770**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10771**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10772**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10773**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10774**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10775**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10776**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10777**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10778**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10779**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10780**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10781**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10782**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10783**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10768**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10766**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10767
IL BUGIARDO;semplice;0885-417347; ;http://www.teatropubblicopugliese.it/teatro/teatro-mercadante_41.html;http://www.teatropubblicopugliese.it;http://www.comune.cerignola.fg.it;pagamento;11-feb-16;Gitiesse Artisti Riuniti&#13 &#10 Geppy Gleijeses  Marianella Bargilli&#13 &#10 Adattamento di Alfredo Arias e Geppy Gleijeses  con la partecipazione di ANDREA ;Gitiesse Artisti Riuniti&#13 &#10 Geppy Gleijeses  Marianella Bargilli&#13 &#10 Adattamento di Alfredo Arias e Geppy Gleijeses  con la partecipazione di ANDREA GIORDANA  di Carlo Goldoni  scene e costumi Chloe Obolensky&#13 &#10 con Lorenzo Gleijeses Mauro Gioia  con Valeria Contadino  Luciano D&#8217 Amico  Luchino Giordana&#13 &#10 regia di ALFREDO ARIAS&#13 &#10 &#13 &#10 &#8220 Il bugiardo&#8221  &#232  una commedia scritta da Carlo Goldoni ispirata alla &#8220 Verdad sospechosa&#8221  dello spagnolo Juan Ruiz de Alarc&#243 n. Fu rappresentata per la prima volta a Mantova nel 1750 e fu stampata a Firenze nel 1753. Con questa commedia Goldoni cerca di trasmettere un insegnamento che &#232  rintracciabile nella vita di tutti i giorni  fa capire come in realt&#224  le bugie sono solo uno strumento che in ogni caso  si ritorce contro i bugiardi. Ma riesce a farlo grazie all'ausilio del dialetto veneziano  attribuito alle maschere  a far ridere lo spettatore e a renderlo in effetti quasi partecipe all'interno della storia  i dialoghi rapidi e semplici non danno tempo di pensare ma riescono con molta semplicit&#224  a far capire come in realt&#224  l'uomo si trova continuamente di fronte ad un bivio e per il proprio orgoglio sceglie sempre la via meno giusta  anche dicendo bugie e poi ancora bugie.;Cerignola;71020;FG;02-apr-16;02-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=11182
COLPA DI SCENA;semplice;328.3149259 - 0836.553718;teatro@comune.aradeo.le.it;http://www.teatropubblicopugliese.it/teatro/teatro-domenico-modugno_56.html;http://www.teatropubblicopugliese.it;http://www.comune.aradeo.le.it ;pagamento;05-feb-16;Compagnia Calandra&#13 &#10 Regia GIUSEPPE MIGGIANO&#13 &#10 &#13 &#10 L&#8217 auto di Alfredo  commesso viaggiatore  si guasta fuori citt&#224   presso una villetta isolata. quattro;Compagnia Calandra&#13 &#10 Regia GIUSEPPE MIGGIANO&#13 &#10 &#13 &#10 L&#8217 auto di Alfredo  commesso viaggiatore  si guasta fuori citt&#224   presso una villetta isolata. quattro amici  funzionari di giustizia  popolano questa casa ogni sera  giocando a fare un tribunale diverso dal loro lavoro di ogni giorno. E qui comincia un gioco divertente e allegro con Alfredo che accetta di fare l&#8217 imputato.;Aradeo;75006;LE;02-apr-16;02-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=11118
EDDIES (YK15);semplice;0883-332456 / 0883-332522; ;http://www.teatrocurci.it ;http://www.teatropubblicopugliese.it;http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html;pagamento;24-nov-15;Centre Chor&#233 graphique National de Rillieux-la-Pape&#13 &#10 Composizione musicale Samuel Sighicelli  assistente coreografia Sharon Eskenazi  costumi ;Centre Chor&#233 graphique National de Rillieux-la-Pape&#13 &#10 Composizione musicale Samuel Sighicelli  assistente coreografia Sharon Eskenazi  costumi Pierre-Yves Loup-Forest  in collaborazione con Spirito - Choeurs et Solistes de Lyon&#13 &#10 Con Julie Charbonnier  Madoka Kobayashi  J&#233 r&#233 my Martinez  Alexander Standard&#13 &#10 Coreografia YUVAL PICK;Barletta;110002;BT;02-apr-16;02-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10254
From Dowland to Sollima -  con Giovanni Sollima &#38  Giuseppe Andarolo (v.cello e pf.) ;semplice;0883332456;info@culturaemusica.it;http://www.culturaemusica.it;https://www.facebook.com/asscurci; ;pagamento;03-nov-15;Un concerto denso di emozioni con due grandi solisti del panorama concertistico italiano  dalla tradizione alla musica d'oggi!;Giovanni Sollima &#232  un vero virtuoso del violoncello. Suonare per lui non &#232  un fine  ma un mezzo per comunicare con il mondo. &#200  un compositore fuori dal comune  che grazie all'empatia che instaura con lo strumento e con le sue emozioni e sensazioni  comunica attraverso una musica unica nel suo genere  dai ritmi mediterranei  con una vena melodica tipicamente italiana  ma che nel contempo riesce a raccogliere tutte le epoche  dal barocco al &#34 metal&#34 . Scrive soprattutto per il violoncello e contribuisce in modo determinante alla creazione continua di nuovo repertorio per il suo strumento. Il suo &#232  un pubblico variegato e trasversale: dagli estimatori di musica colta ai giovani &#34 metallari&#34  e appassionati di rock  Giovanni Sollima conquista tutti. Una nuova collaborazione con il pianista siciliano Giuseppe Andaloro vincitore del prestigioso Premio Busoni nel 2005 e del prestigioso International Piano Competition and Hong Kong nel 2011. Un programma che &#232  in continua evoluzione  ed include sempre alcune opere tratte dal repertorio pi&#249  classico (Beethoven  Brahms  Schumann). La voglia di suonare insieme &#232  evidente in ogni nota! &#13 &#10 ;Barletta;110002;BT;03-apr-16;03-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9901**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9902
ROBINSON CRUSOE  L &#8216 AVVENTURA       Teatro Pirata ;semplice;0832 242000;info@teatrokoreja.it;http://www.teatrokoreja.it/koreja/home.php;https://www.facebook.com/cantieriteatralikoreja?fref=ts; ;pagamento;14-ott-15;Un giovane ragazzo inglese lotta per conquistare il suo sogno pi&#249  grande.Il primo romanzo di avventura della letteratura moderna rivive sul palco ;Un giovane ragazzo inglese lotta per conquistare il suo sogno pi&#249  grande.Il primo romanzo di avventura della letteratura moderna rivive sul palco grazie ad uno spettacolo dolce e divertente: una storia su un naufragio e la solitudine  su un&#8217 amicizia importante e sul valore della libert&#224 . In scena la musica e due attori-narratori-animatori per dare vita alle due marionette di Robinson e Venerd&#236 .&#13 &#10 ET&#192  CONSIGLIATA&#13 &#10 6-12 anni&#13 &#10 TECNICA UTILIZZATA&#13 &#10 Teatro d&#8217 attore e di figura&#13 &#10 ;Lecce;75035;LE;03-apr-16;03-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9582
DEE DEE BRIDGEWATER &#38  FORMA JAZZ ORCHESTRA - an evening with Dee Dee Bridgewater;semplice;0831-338065; ;http://www.teatropubblicopugliese.it;http://www.teatropubblicopugliese.it/spettacolo/dee-dee-bridgewater-forma-jazz-orchestra-an-evening-with-dee-dee-bridgewater_2441.html; ;pagamento;03-dic-15;Nel corso di una carriera poliedrica che attraversa quattro decenni  vincitrice di premi Grammy e Tony Award  la regina del Jazz  Dee Dee Bridgewater ;Nel corso di una carriera poliedrica che attraversa quattro decenni  vincitrice di premi Grammy e Tony Award  la regina del Jazz  Dee Dee Bridgewater &#232  salita al gradino pi&#249  alto  mettendo a disposizione la sua voce  la sua esperienza e grandezza per una rivisitazione di classici del Jazz. Per l&#8217 occasione canter&#224  con la Forma Jazz Orchestra  una big band che si former&#224  per l'occasione.;Ostuni;74012;BR;04-apr-16;04-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10493
QUEL POMERIGGIO DI UN GIORNO DA&#8230  STAR!;semplice;080.4959547; ;http://www.teatropubblicopugliese.it;http://www.teatropubblicopugliese.it/tipo_rassegna_5_conversano_2316.html; ;pagamento;25-nov-15;Skyline Production / La Contrada&#13 &#10 Corrado Tedeschi  Tosca D&#8217 Aquino  Augusto Fornari&#13 &#10 &#13 &#10 di Gianni Clementi  da un&#8217 idea di Corrado Tedeschi&#13 &#10 regia ;Skyline Production / La Contrada&#13 &#10 Corrado Tedeschi  Tosca D&#8217 Aquino  Augusto Fornari&#13 &#10 &#13 &#10 di Gianni Clementi  da un&#8217 idea di Corrado Tedeschi&#13 &#10 regia ENNIO COLTORTI&#13 &#10 &#13 &#10 Ambrogio Fumagalli &#232  un piccolo imprenditore  fondamentalmente onesto  che sta attraversando un periodo di grave difficolt&#224  economica. Fra l&#8217 altro  un suo amico finanzierelo avverte che &#232  oggetto di un&#8217 inchiesta e i suoi telefoni sono sotto controllo. Gino non sa davvero che pesci prendere  finch&#232  nella sua mente  ormai provata  si fa strada l&#8217 unica soluzione possibile: una rapina in banca. Ha bisogno di un complice: Renato Pacini  il suo contabile che con timore aderisce al piano. &#200  sera nella filiale di periferia. Direttore e sportellista  legati da una relazione clandestina  e vigilante stanno aspettando che l&#8217 unica cliente  una giornalista televisiva in disgrazia  Carolina Gargiulo  effettui l&#8217 ultima operazione allo sportello quando i due improbabili rapinatori fanno irruzione nell&#8217 agenzia&#8230  che cosa succeder&#224 ?;Conversano;72019;BA;05-apr-16;05-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10299
IL VIOLONCELLO VIRTUOSO;semplice;0803101222;info@teatromercadantealtamura.it;http://teatromercadantealtamura.it/2014/; ; ;pagamento;14-nov-15;Giovanni Sollima &#232  un vero virtuoso del violoncello. Suonareper lui non &#232  un &#30 fine  ma un mezzo per comunicare con il mondo. Fin da giovanissimo ha ;Giovanni Sollima &#232  un vero virtuoso del violoncello. Suonareper lui non &#232  un &#30 fine  ma un mezzo per comunicare con il mondo. Fin da giovanissimo ha collaborato con artisti del calibro di Claudio Abbado  Giuseppe Sinopoli  J&#246 rg Demus  Martha Argerich  Riccardo Muti  Yuri Bashmet  Katia e Marielle Lab&#232 que  Ruggero Raimondi  Bruno Canino  DJ Scanner  Victoria Mullova  Patti Smith  Philip Glass e Yo-Yo Ma. &#200  anche un compositore fuori dal comune  che grazie all&#8217 empatia che instaura con lo strumento e con le sue emozioni e sensazioni  comunica attraverso una musica unica nel suo genere  dai ritmi mediterranei  ma che nel contempo riesce a raccogliere tutte le epoche  dal barocco al &#8220 metal&#8221 .&#13 &#10 &#13 &#10 La prestigiosa Chicago Symphony Orchestra gli ha commissionato un concerto per due violoncelli la cui prima &#232  stata eseguita da lui stesso assieme al grande violoncellista Yo -Yo Ma e la splendida Chicago Symphony Orchestra diretta dal M&#176  Riccardo Muti. &#13 &#10 Giuseppe Andaloro &#232  considerato uno degli interpreti del pianoforte pi&#249  apprezzati della sua generazione  e sin da giovanissimo ha avviato un'appassionata e intensa attivit&#224  concertistica.&#13 &#10 &#13 &#10 Si &#232  inoltre esibito come solista con prestigiose orchestre  diretto da Vladimir Ashkenazy  Gianandrea Noseda  Andrew Parrott  collaborando con artisti quali Sarah Chang  Giovanni Sollima  Sergej Krylov  John Malkovich. John Dowland (1563&#8211 1626): &#34 Flow my Tears&#8221  Ludwig van Beethoven (1770&#8211 1827): Sonata in la maggiore op. 69 n.3 per violoncello e pianoforte. Anton Webern (1883&#8211 1945): 3 Kleine St&#252 cke  op.11. Eliodoro Sollima (1926&#8211 2000): Sonata per cello e piano (1948)  Giovanni Sollima (1962-): Tema III dal &#34 Bell'Antonio&#34   Nikolaj Gri&#353 evic Kapustin (1937-): Tre pezzi per violoncello e pianoforte&#13 &#10 ;Altamura;72004;BA;05-apr-16;05-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9873
I DUELLANTI;semplice; ; ;http://www.teatropubblicopugliese.it;http://www.teatropubblicopugliese.it/teatro/teatro-giordano_348.html; ;pagamento;29-ott-15;Goldenart&#13 &#10 Alessio Boni  Marcello Prayer&#13 &#10 di Joseph Conrad  traduzione e adattamento FRANCESCO NICCOLINI  drammaturgia di Alessio Boni  Roberto ;Goldenart&#13 &#10 Alessio Boni  Marcello Prayer&#13 &#10 di Joseph Conrad  traduzione e adattamento FRANCESCO NICCOLINI  drammaturgia di Alessio Boni  Roberto Aldorasi  Marcello Prayer  Francesco Niccolini  maestro d&#8217 armi Renzo Musumeci Greco  musiche Luca D&#8217 Alberto  scene Massimo Troncanetti  costumi Francesco Esposito  light designer Giuseppe Filipponio&#13 &#10 con Francesco Meoni  Federica Vecchio - violoncellista&#13 &#10 regia ALESSIO BONI e ROBERTO ALDORASI&#13 &#10 &#13 &#10 Un romanzo esemplare  scritto da Joseph Conrad  un polacco che  in inglese  racconta una sorprendente storia francese. L'idea geniale su cui Conrad costruisce &#8220 The Duel&#8221  &#232  che i due avversari non si fronteggiano sugli opposti versanti del campo di battaglia: sono ufficiali dello stesso esercito  la Grande Arm&#233 e di Napoleone Bonaparte. Per motivi a tutti ignoti inanellano sfide a duello che li accompagnano lungo le rispettive carriere  senza che nessuno sappia il perch&#233  di questo odio cos&#236  profondo. I due diventano famosissimi in tutto l'esercito napoleonico per la loro eroica fedelt&#224  alla loro sfida reciproca  che li accompagner&#224  per vent'anni  fino al duello decisivo. Un'opera su di un mondo in rapida estinzione  e al tempo stesso un capolavoro dell'assurdo  su come i fili della vita e del destino sfuggano di mano e sopravanzino ogni buon senso e prevedibilit&#224 . Gabriel Florian Feraud  guascone iroso e scontento  e Armand D'Hubert  posato e affascinante uomo del nord  non sono semplicemente due giovani promettenti  e sconcertanti ufficiali del pi&#249  grande esercito dell'Ottocento  ma a modo loro incarnano incubi e ossessioni che &#8211  da Melville a Faulkner  da Kafka fino ad Albert Camus &#8211  accompagnano la cultura occidentale fino allo sfacelo della seconda guerra mondiale.&#13 &#10 &#13 &#10 Nota bene: Scene da thriller che tengono il pubblico con il fiato sospeso dopo un&#8217 ora e mezza di sciabolate fisiche e verbali fra i duellanti Alessio Boni e Marcello Prayer.;Foggia;71024;FG;05-apr-16;06-apr-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9661
